"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://forgegrowth.ai/_next/static/chunks/8139644bfd7116d0.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","282","282","282","0.108","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.179","Mon, 23 Feb 2026 19:36:27 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/8139644bfd7116d0.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:27"
"https://forgegrowth.ai/_next/static/chunks/4e8fad914c6d0621.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.116","Wed, 18 Feb 2026 22:33:02 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/4e8fad914c6d0621.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:27"
"https://forgegrowth.ai/_next/static/chunks/0a5a02612756da07.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.182","Mon, 23 Feb 2026 19:36:27 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/0a5a02612756da07.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:27"
"https://forgegrowth.ai/_next/static/chunks/7afcd47657eee135.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.271","Mon, 23 Feb 2026 19:36:28 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/7afcd47657eee135.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:27"
"https://forgegrowth.ai/services/ai-search-optimization","text/html; charset=utf-8","200","OK","Indexable","","AI Search Optimization for Service Businesses | Forge Growth","60","548","AI Search Optimization (AEO/GEO) clarifies your business so AI systems can accurately summarize, recommend, and represent it to buyers as search behavior evolves.","162","1028","","0","Discovery Beyond the Search Results Page","40","Extension, Not Replacement","26","What AI Search Optimization Actually Does","41","","","","https://forgegrowth.ai/services/ai-search-optimization","","","","","","70013","11471","11471","4.394","","461","79","5.835","43.824","Hard","5.239","1","1","","29","9","0","100.000","22","9","0","5","1","0","","","","","855427ec396ca487b05ea2d0d779b14e","0.492","","","","","en","1.1","","","","","","https://forgegrowth.ai/services/ai-search-optimization","2026-02-23 12:36:27"
"https://forgegrowth.ai/_next/static/chunks/turbopack-8ee97eb6e9e8f041.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.248","Mon, 23 Feb 2026 19:36:28 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/turbopack-8ee97eb6e9e8f041.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/static/chunks/57fc73c18c466598.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.039","Wed, 18 Feb 2026 22:33:04 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/57fc73c18c466598.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/terms-of-service","text/html; charset=utf-8","200","OK","Indexable","","Terms of Service | Forge Growth","31","288","Our terms of service outline the legal agreement between you and Forge Growth LLC.","82","524","","0","Terms of Service","16","Agreement to Terms","18","Services","8","","","","https://forgegrowth.ai/terms-of-service","","","","","","43523","8151","8151","3.122","","823","117","7.034","53.830","Fairly Hard","13.290","1","0","","17","9","0","100.000","20","9","0","2","1","0","","","","","c6b6e11c30a0f177233f4b0d61ddb0f9","0.531","","","","","en","1.1","","","","","","https://forgegrowth.ai/terms-of-service","2026-02-23 12:36:27"
"https://forgegrowth.ai/services","text/html; charset=utf-8","200","OK","Indexable","","Search Marketing for Service Businesses | Forge Growth","54","500","Search marketing services for service businesses, including SEO, AI Search Optimization, and PPC. Modern systems designed to generate qualified leads and booked jobs.","166","1044","","0","Search Marketing That Works Together","36","Integrated, Not Isolated","24","From Visibility to Qualified Demand","35","","","","https://forgegrowth.ai/services","","","","","","101600","15873","15873","6.081","","754","138","5.464","61.486","Normal","5.251","1","0","","23","9","0","100.000","24","9","0","4","1","0","","","","","ce78f945c55678c4df0602105a70ee86","0.636","","","","","en","1.1","","","","","","https://forgegrowth.ai/services","2026-02-23 12:36:27"
"https://forgegrowth.ai/_next/static/chunks/b1a2b23bc494dd86.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.240","Mon, 23 Feb 2026 19:36:28 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/b1a2b23bc494dd86.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/static/chunks/7275dada8aa38c4b.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.037","Wed, 18 Feb 2026 22:33:04 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/7275dada8aa38c4b.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/static/chunks/a6dad97d9634a72d.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.266","Mon, 23 Feb 2026 19:36:28 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/a6dad97d9634a72d.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fforge-logo-icon.2056caba.png&w=256&q=75&dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1250","1250","1250","0.479","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.200","Fri, 06 Feb 2026 15:21:31 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fforge-logo-icon.2056caba.png&w=256&q=75&dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/static/chunks/b39cf6ff9b421896.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.112","Thu, 19 Feb 2026 16:21:13 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/b39cf6ff9b421896.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/static/chunks/a02508d272e601c8.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.100","Wed, 18 Feb 2026 22:33:04 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/a02508d272e601c8.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/static/chunks/26f6c3a1a62a6a33.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.263","Mon, 23 Feb 2026 19:36:28 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/26f6c3a1a62a6a33.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/about","text/html; charset=utf-8","200","OK","Indexable","","Who We Are & What We Stand For | Forge Growth","45","440","A systems-first search marketing consultancy for service businesses; learn more about Forge Growth, our guiding principles, and who we serve.","141","882","","0","About Forge Growth","18","Belief → Consequence","20","Why Service Businesses","22","","","","https://forgegrowth.ai/about","","","","","","61756","12164","12164","4.660","","499","92","5.424","54.170","Fairly Hard","6.422","1","0","","17","9","0","100.000","20","9","0","3","2","0","","","","","73d3550ce3299e529058c5ddaa7d4e82","0.531","","","","","en","1.1","","","","","","https://forgegrowth.ai/about","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/static/chunks/a5d3b07b58398295.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.301","Mon, 23 Feb 2026 19:36:28 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/a5d3b07b58398295.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/static/chunks/434b6fd9c51fee8d.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.328","Mon, 23 Feb 2026 19:36:28 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/static/chunks/434b6fd9c51fee8d.js?dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:28"
"https://forgegrowth.ai/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fmatt-edens-profile.48207ae3.png&w=3840&q=75&dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","256054","256054","256054","98.089","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.847","Mon, 23 Feb 2026 19:36:29 GMT","","","","","1.1","","","","","","https://forgegrowth.ai/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fmatt-edens-profile.48207ae3.png&w=3840&q=75&dpl=dpl_BJgKtkERfXSeQdrci3hvCHZZNkua","2026-02-23 12:36:29"
